355,1275,4,978655336
202,551,3,976939964
993,260,4,996591512
432,1265,5,976249648
424,1580,4,1035308546
970,47,3,980624329
965,750,4,975122622
319,1343,4,976423835
346,1396,5,976337222
887,105,3,975258576
372,539,4,976548906
275,1200,2,976592161
73,1552,4,977866352
563,968,2,976046074
10,1409,5,978229624
326,1080,3,977605721
76,745,4,977846848
543,204,3,976213717
696,608,5,975559944
524,1101,4,976170632
23,1967,2,978461604
855,176,4,975466627
712,2041,3,975537364
335,1266,4,976363797
948,1375,4,975227837
536,1566,4,976138626
261,1388,2,976672634
769,1203,5,975443499
529,1244,5,977449071
889,1794,2,975250439
151,2000,4,993119236
438,741,5,976246329
796,1136,3,976287996
343,1817,2,1045945209
524,180,3,976168739
148,1688,4,979578231
88,1293,4,977696617
386,524,4,976299844
655,232,3,975698380
181,648,4,977087838
524,1923,4,976168952
781,474,4,975433451
563,1306,3,976046141
930,1704,5,975190137
53,880,3,977978001
278,1975,3,976586980
645,904,5,975715365
536,1617,4,976137956
476,1257,5,976221827
48,1703,2,978147496
953,1242,5,986192971
651,1320,3,975705253
840,150,5,994887498
338,1562,1,976345818
352,507,4,976331508
729,1374,4,975513026
18,288,4,978153612
816,1674,4,975469022
623,151,4,978752002
531,542,3,978645789
655,1234,3,975707673
924,6,4,975201195
655,994,4,975698138
131,1225,5,977430806
257,24,5,976672864
889,1747,2,975250258
524,1290,4,976166864
2,1090,2,978298580
117,1924,4,977504597
166,1653,4,977186098
549,410,2,976070692
712,858,5,975538484
926,1035,5,1006644077
122,377,2,993446275
503,805,3,976209852
396,314,5,976296357
839,1348,4,994581894
850,36,5,975351188
721,916,4,975777882
127,745,4,977436274
117,150,3,977498503
134,780,3,978037998
161,1354,5,977221630
696,1266,5,975561550
457,1222,4,976391325
963,176,4,975206835
819,593,4,975384840
696,377,3,979400365
198,349,4,977002292
331,1835,3,976385774
319,1611,4,976420133
702,750,4,975563549
678,2029,5,975609106
966,1245,5,975115782
303,556,5,976504442
18,940,4,978154433
999,555,4,975044314
770,1275,3,980590294
546,1806,4,976069155
881,329,2,975262130
117,1037,3,977501708
669,1717,1,975634424
963,541,4,975120812
718,1907,4,975528737
114,586,1,977506644
818,1729,4,975385888
57,1199,5,977934700
658,1343,3,975692804
273,1407,4,976776717
716,1200,5,975557975
732,1088,3,975495898
59,590,4,1041967475
926,1282,4,1006644077
660,1635,3,975693358
757,1673,4,975457512
953,1029,5,975606874
953,1201,5,1024420699
786,1196,5,975429292
839,587,4,975362620
934,113,3,992549314
334,900,4,976378826
195,1921,3,986608817
192,34,4,977024599
336,442,5,976361981
881,316,2,975262175
481,933,5,976218506
649,1253,5,975709564
651,1381,1,975978938
624,1130,3,975996926
904,160,3,975210322
549,1394,5,976118219
889,1970,2,975248484
949,1580,5,975141041
308,1221,5,976483876
777,1375,3,975437489
445,32,3,976239719
424,906,4,997755345
404,1228,5,976291523
308,1347,2,976485011
331,357,4,976385604
346,1359,4,976334894
203,1653,2,976929074
980,1299,5,975105730
412,1641,5,976559909
853,1073,4,975348098
245,1587,3,976737785
651,2021,4,975708311
429,1213,5,976258987
53,1584,5,977976093
146,367,4,977348578
429,903,5,976258043
671,260,5,975630549
557,745,4,976049908
225,1699,2,976832220
765,1374,3,975450416
127,1214,4,1023070563
970,189,2,975110688
456,1263,2,976300620
11,342,3,978221632
721,1777,3,975546480
230,1080,4,976824502
368,316,3,979087899
524,782,1,976172488
817,1198,5,975386801
23,76,3,978464461
780,300,3,975541392
349,788,3,1043969826
335,761,1,976363220
425,1517,4,976887288
327,1066,2,976398200
150,321,4,995414904
352,371,4,976332848
844,1036,3,975360122
593,1682,4,975899942
235,1179,4,976770392
175,1246,5,977112017
963,1247,3,975118881
991,17,5,975087945
678,2005,4,988637808
198,1784,2,977092671
346,337,3,976336677
948,1227,5,975164282
674,1374,5,975620504
822,596,3,975380510
660,204,2,976806357
714,1377,3,975689126
660,1556,2,975697765
619,1220,5,975800824
616,1673,4,975802905
93,1385,3,977632147
710,1923,5,975540470
889,1207,3,975255236
453,1265,4,977295809
514,1518,2,976203584
339,1680,5,976342954
631,1271,5,975782071
513,2012,3,976210614
904,1378,4,975864636
131,1784,2,977431022
964,357,5,975117888
147,1073,2,977357477
939,1617,4,975172935
825,945,5,975375498
696,1373,1,975562916
143,10,4,977350951
777,1682,3,975441321
338,1792,3,976345449
35,803,3,978103877
123,1488,3,977530117
255,2005,4,976680746
384,204,4,976300239
482,1093,3,976219915
118,1544,2,977501865
812,86,3,975396051
805,1895,4,975396314
225,595,3,976832429
164,920,4,977201551
20,589,4,978143508
746,1722,2,975468470
100,1580,2,977594172
796,1226,3,976288931
202,281,4,976937375
989,950,5,975094234
302,405,1,976504085
225,1131,4,976832775
467,1259,4,976226293
466,1277,4,976227787
963,1641,3,975206893
925,1588,4,975197808
802,1393,4,975404519
318,314,4,976427044
263,1584,3,976652409
261,1769,3,976671161
566,445,1,976040810
822,1013,5,975380770
401,784,3,976294788
774,593,5,975438336
524,508,4,976169357
454,1589,4,1025587609
259,1092,4,976673011
120,480,2,977458484
474,1391,3,976239259
386,1042,2,976303197
620,1,4,975800651
839,1374,4,975359163
392,1207,5,976550972
377,1214,3,976302265
6,1188,4,978236771
8,111,5,978228832
710,1219,5,975571943
858,1219,5,975344617
949,1831,3,975142385
453,1641,3,976236458
193,1784,3,1025573748
148,1953,4,977333469
263,1196,4,976651494
132,671,3,977429331
960,468,4,975125473
897,1271,5,975221413
160,1387,3,977219711
901,1353,2,975214418
610,1206,3,975862482
637,1376,3,975733398
19,842,2,978555404
752,1882,2,1029310223
27,912,5,978129836
654,1438,2,975701227
716,875,4,976500470
279,1210,4,976583264
768,1704,5,975449081
438,234,4,976257242
973,1228,1,975859569
818,1259,4,975384605
683,1327,2,975601577
528,1457,4,976410717
977,1339,4,975111120
226,1225,5,976830752
970,555,3,975978049
973,1376,2,975862370
362,1249,3,976314010
904,45,4,975974338
331,1957,4,978884931
549,480,4,976068041
728,1093,3,975515331
803,1198,4,975395701
163,1387,1,977218745
765,1,5,975451744
513,1270,4,976210587
391,941,3,976297412
872,720,4,975341572
881,88,3,975263803
930,1210,4,975189716
839,1243,3,981358688
583,919,5,975958694
872,837,4,975341513
550,986,3,976162939
482,231,5,976222479
18,1499,1,978154104
697,223,3,975560737
850,1250,3,975350748
446,1210,3,976237102
528,830,4,980039797
319,911,3,976421541
441,923,2,976242343
169,1233,3,977199089
960,348,4,975123611
721,1288,3,994084129
970,145,4,975978150
442,1377,3,978732646
208,912,3,984511768
9,1961,5,978224859
619,916,3,975800977
149,1608,4,978190285
146,948,2,977435286
42,1968,4,978041899
839,357,4,975362646
181,161,4,977088353
781,1036,5,975436145
310,1707,1,976483534
541,1029,3,976124743
868,1985,4,975276887
877,112,4,975268840
752,1249,5,975618552
699,905,5,986531703
416,1252,5,976290846
411,1931,4,1010351487
53,1103,5,977983354
710,6,4,975732007
288,349,4,976567920
854,1057,3,975347667
422,1617,4,1042065384
42,1101,4,978041017
869,1777,3,975280664
549,1882,4,976118135
651,904,4,975708486
454,1199,5,976287257
851,1126,3,975348816
352,800,4,976330428
424,1127,4,976281674
92,1214,3,986711189
424,2001,3,987012105
818,1971,1,975384767
40,1204,5,978039514
570,2028,4,976001356
461,942,3,976232748
199,1593,3,976978633
710,1407,5,975541367
963,1277,4,975119092
319,1240,4,976423675
149,1095,5,977325698
877,1866,3,975269070
702,1021,3,975565202
904,459,4,975210189
904,288,2,975209934
893,1729,4,975228375
255,541,4,976683692
801,1953,5,975400677
478,1358,2,976940797
454,1265,5,1025237492
216,10,3,976871371
718,1722,4,975528859
690,1235,4,975583499
655,766,1,975699018
216,926,4,976868230
305,1027,1,976497144
935,1003,3,975182886
918,173,1,978240430
709,1985,2,975540277
466,1172,3,976226893
696,1635,4,975560723
205,1077,5,976923335
438,1371,4,976249370
471,1240,4,976224610
531,140,5,978973910
706,1682,3,975543973
948,1226,5,975161948
881,1821,3,975263166
576,1580,4,975981299
212,608,3,976946420
132,1297,5,977429354
174,1270,3,977149321
418,466,1,976285734
344,1250,4,976335901
415,1267,4,977501080
550,1307,5,976067011
307,904,4,976485612
583,1416,5,982825598
210,1722,5,977100021
139,1748,5,977361475
676,354,2,975685011
987,1179,3,978147143
780,1372,2,975436365
588,551,4,979336548
205,940,3,976923666
339,948,4,976342162
524,590,5,976168739
45,527,1,977987959
268,485,2,976649263
174,2001,3,977150151
550,467,3,976164390
452,165,5,976235137
317,1957,4,976461304
770,351,1,976182297
216,1466,3,976870685
690,380,4,975585107
352,32,5,976325076
352,1410,3,976334226
850,1252,4,975350048
469,924,3,976225049
817,1588,5,975388766
909,110,3,975451002
165,1208,5,977199526
882,1200,5,975261547
919,1214,4,975202766
180,296,5,977090270
655,919,3,975698196
550,1541,3,976167135
718,353,2,975575265
463,2002,2,976228411
791,1031,4,982963452
562,1201,3,976043135
216,281,4,976869694
721,497,3,975695390
162,497,5,978995192
387,539,5,977279926
566,21,3,976039513
682,720,3,975602214
827,1953,4,1005006912
117,1339,5,977503780
114,34,4,977506262
46,1975,5,977979275
301,1729,5,976504863
777,371,2,975438829
392,818,2,983467834
437,1233,4,976278362
808,457,4,975393789
339,2020,5,976342092
639,588,4,984291143
543,1729,3,976157532
928,1997,5,975194740
889,35,2,975254527
302,198,2,976503651
302,39,4,976505345
922,1687,3,975212868
550,1032,4,976161385
822,918,4,975381401
911,1951,4,975273787
476,1377,4,976220438
22,1097,3,991149289
724,589,4,975523613
329,1208,3,977845448
173,480,3,1002220727
15,1840,2,978197493
23,50,4,978462095
412,1537,5,976729962
412,480,4,976300144
867,589,4,975277525
56,1408,4,977939394
810,1132,4,975394157
930,1783,4,975190377
302,316,3,976503749
721,662,4,975776786
720,1136,4,975528230
33,1240,4,978108794
978,1136,5,975107746
446,778,5,976237760
260,1215,5,976671266
530,1210,5,976142645
948,1862,2,975161514
671,908,4,977648207
721,1358,4,975775990
601,1220,3,975879252
849,1663,3,975350135
151,1393,4,978681720
702,1284,5,975560156
810,673,2,975393422
216,945,4,976864614
891,151,5,975234703
631,247,5,975779885
409,1054,2,976291912
396,1276,5,976296887
285,1962,5,976573977
146,1103,4,977435243
604,1220,2,975871915
919,919,5,975205970
209,233,4,976911810
655,534,3,975698422
129,1222,5,977433434
258,318,5,976671588
136,1748,1,977422792
93,377,3,977631779
73,66,2,977888746
922,750,4,975200943
83,2021,3,977720995
550,1848,2,976157799
281,1699,5,976571643
587,1732,5,976032275
889,1894,3,975254403
517,902,5,976203586
752,1876,3,975612865
696,866,3,975559981
48,1221,4,978065586
174,1370,4,977150016
957,281,4,975129673
817,1047,3,975387232
930,589,2,975189817
692,1393,4,978373873
973,1573,2,975861762
607,994,5,975865094
736,2011,4,1045710614
575,1,4,975989029
528,1586,3,976410336
678,648,2,978701855
520,2006,5,976199338
349,1517,3,1027558789
464,45,3,976227799
390,1965,5,976298242
752,1633,4,975459451
881,542,3,975263889
474,1472,3,976239004
409,162,3,976290072
482,1573,3,976242163
915,303,1,975204102
319,16,4,976420133
855,1235,5,976337738
195,750,5,1020446019
239,1198,3,993359450
858,1029,5,975345631
204,455,3,978040107
185,780,5,977066559
945,21,3,975161687
622,527,5,975794906
424,1948,4,1024418355
982,58,4,975102490
376,1213,5,980620252
237,1642,3,992229229
424,1339,5,976308782
23,260,5,978461308
244,858,5,976804331
646,590,5,975781282
657,1097,5,975693159
571,1073,5,975997946
710,454,4,978376468
533,1214,5,976207278
125,965,4,977444832
550,332,2,976162580
670,1599,1,975627921
919,2020,3,975203452
778,858,5,975436251
296,736,4,976520937
185,1608,3,977066482
192,1676,2,977781377
839,1294,5,975361963
270,1513,1,976653593
169,204,3,977206053
639,913,4,975728833
51,1337,4,977947270
850,1198,3,975350426
552,1332,3,976063322
355,441,4,976676383
876,164,4,975272283
229,1735,5,1039503842
985,1270,4,975097653
914,1086,5,975204572
678,942,4,997138798
169,978,1,978134692
389,1584,4,976299332
239,1213,5,993359227
119,2053,3,977467384
790,500,4,975428605
103,551,4,977554399
596,1035,3,975893651
39,1721,2,978043372
712,1225,4,975704193
710,1136,5,975566252
716,786,4,978750612
733,1883,5,975482690
566,1513,3,976040773
697,2020,4,975559789
889,1148,4,975249919
597,233,5,975904544
147,367,3,977357692
424,1946,4,1043772307
17,318,5,978159234
505,761,3,976209021
549,356,2,976070826
819,1676,2,975384699
793,903,4,975423023
329,126,1,981998248
975,1441,3,975107105
831,1645,4,975364563
543,1214,4,976119135
129,1197,4,977433459
62,508,2,977902279
34,1,5,978102970
855,1641,4,976408050
973,527,4,975860518
632,1253,4,975776089
284,2054,2,976574678
588,1588,1,975935033
163,1762,1,977220141
715,648,4,975533830
197,412,2,977004480
746,1792,3,985058147
796,42,2,975419204
482,315,1,1002085029
329,903,3,979946571
970,1610,5,975376178
474,2,5,976240071
442,1544,2,997231778
90,257,4,993876438
411,1101,4,976388338
566,180,3,976039436
975,81,2,975125298
889,58,2,975254226
693,1717,3,975566000
678,832,4,989503043
175,194,4,977115780
949,1370,5,975389689
195,1130,3,993612505
11,708,1,978902586
694,653,2,975561621
195,111,5,1009338628
889,517,2,975248806
647,292,3,975713771
11,1704,5,978219701
442,417,4,978732646
107,899,4,977533425
104,2038,3,1016055720
999,1499,1,975047018
308,432,2,995838166
616,1035,4,975802905
509,196,3,976207211
635,1660,5,975769007
157,281,3,977248277
889,1200,5,975248886
660,529,4,975688859
97,1929,4,977622298
889,1784,2,975250141
358,1669,3,976317688
839,1198,5,975358888
424,945,4,1016722649
780,1378,4,975437113
199,480,4,976976515
656,1221,4,975697006
802,1286,4,975401709
716,590,4,982880654
336,1019,5,976361695
123,1987,2,978047255
48,647,3,978013413
228,1544,4,976827150
770,42,3,976184412
272,1216,4,976695221
321,1876,2,976417794
424,1022,5,976399032
617,1617,5,975801668
368,62,5,981749815
604,95,4,975872420
533,798,3,976220604
148,971,5,979575461
406,208,3,976298151
524,410,4,976170750
482,555,4,976241345
216,1253,5,976869831
934,513,3,975185518
970,2045,3,975112146
49,1356,4,977974082
601,1344,4,975879378
293,799,1,976654653
706,475,4,975543215
843,1259,4,975358667
352,1302,4,976326707
859,1342,3,975343451
507,1203,5,979064176
781,101,4,975435094
146,1292,4,979940894
740,908,5,975474506
934,1257,4,992546982
670,2069,3,975627984
366,1254,3,976310321
199,1573,3,976979469
65,380,4,986615200
712,1220,5,975538944
424,1779,3,976301443
36,1517,4,978063405
635,930,5,979141765
477,1374,3,976219336
482,104,3,1002084071
415,1960,4,977501684
352,157,2,976334044
647,586,4,975714636
479,161,5,976219053
515,1250,3,976203078
117,1199,5,977506492
148,100,2,977353410
934,505,3,975185444
149,24,4,989246719
504,1971,2,976226490
786,316,3,975429524
22,330,3,978153864
381,1270,3,976300991
984,599,4,975116863
660,32,2,975688462
891,1617,4,975233756
945,1358,3,975163728
963,1465,3,975118537
326,1230,4,977605632
118,110,5,977500860
919,334,4,975204614
916,1961,4,975203105
438,627,5,980903663
935,1954,5,976669675
702,762,2,975562945
850,1077,4,975351094
668,1391,3,975635609
522,1527,5,976197187
510,709,4,976205799
963,924,3,975118971
543,1375,4,976121152
314,1234,5,976751306
453,1676,4,976244623
797,509,5,975413668
777,410,1,975520982
231,1220,5,1037048808
412,904,5,976287173
922,368,3,975212712
67,1276,4,977885279
424,1342,4,1017694097
528,531,3,980037809
482,969,3,976241561
765,153,4,975612126
337,93,3,976350479
552,1225,5,976062059
889,803,2,975254327
631,1347,4,975782071
588,1953,3,975937673
426,1304,5,976597696
466,406,4,976227887
300,1730,3,976506099
984,1042,3,975100656
646,1222,4,975715295
869,1544,4,975278974
823,1007,4,975379013
783,112,3,975702105
546,1875,4,976069294
971,1321,3,975112245
325,516,5,976402999
477,360,2,976220365
891,350,3,975234592
425,832,4,976284650
493,318,5,976214839
96,553,2,980564375
23,1090,3,993706407
899,927,4,975217944
523,357,4,976193960
566,1824,4,976039513
888,19,2,975270668
744,1608,3,975469930
69,1673,5,977881695
771,480,3,975440202
123,373,3,978048626
346,951,4,976334648
897,1997,4,980636394
765,1517,4,975612840
587,514,3,976032073
934,1353,2,991941090
689,224,3,975584239
881,356,4,975262768
877,1580,4,975268299
81,1263,5,977785267
963,161,3,975121523
316,589,4,976465657
590,1784,5,975913292
749,110,3,975919141
984,1073,3,975913265
634,1907,5,975774342
911,916,4,975270089
202,327,1,976939611
604,1912,2,975872189
19,1022,3,978556177
284,198,5,976572430
678,1682,4,989238240
721,708,4,975778307
699,513,5,975558166
136,585,3,977424146
692,733,5,975738488
637,965,4,975733698
850,337,4,975351654
509,555,4,976295869
302,471,5,976505422
26,416,3,978146104
552,784,2,976061159
752,86,1,1030994061
796,1583,2,975416759
595,551,3,975896540
199,1411,3,976982258
253,296,5,976688311
530,2019,5,976143539
235,1711,3,976770616
5,1527,3,978246479
610,910,2,975861261
146,932,3,991322218
757,1771,2,975527665
58,1921,5,977938209
333,904,5,996355651
692,316,4,977705663
187,16,4,977077487
785,260,1,975430637
637,1951,5,975737542
273,1485,4,976776997
278,1258,5,976586089
326,50,4,976400688
263,380,2,976651597
528,514,3,980039249
696,1374,4,975561007
411,1333,4,978451333
476,1073,5,976220207
716,1627,5,982881052
92,2012,4,977807088
714,858,5,975534693
625,1357,5,975786935
268,317,4,976647882
678,351,4,989239530
216,1091,2,976867130
998,150,3,975192143
470,1682,1,976222602
348,907,4,976329387
518,1894,2,980870836
18,1882,1,978154104
431,1391,2,976251411
157,1213,4,977247929
452,1562,3,976235311
331,1610,4,984152293
149,1,3,978190837
533,1466,4,976141757
579,1036,4,975978067
482,832,3,976219880
199,20,3,977005563
577,733,4,975979732
772,1676,2,975440712
897,1704,5,975220641
222,1259,4,976834933
757,1580,3,975453891
165,2035,4,977200283
714,1047,5,975783752
802,1291,5,975401103
881,1292,4,1013536939
310,1474,4,976483473
425,150,4,976281203
567,168,5,976032922
648,593,5,975712488
850,1263,4,975351680
65,780,4,977888587
475,329,4,976219986
699,393,1,975557408
11,593,5,978219607
507,1207,5,979064176
534,342,3,976139002
149,733,4,977326780
649,1984,1,976823936
970,1674,3,975220829
859,1973,3,975344628
770,1754,5,976184335
963,1422,3,975120040
45,3,2,977989159
699,9,2,975557465
770,1693,3,980589999
310,953,4,976478269
585,771,4,975949674
808,1978,3,975393409
929,1380,4,975190137
744,435,1,975469003
755,25,4,997832049
850,444,1,975361716
139,260,5,977359883
591,671,4,975909461
493,1450,4,976216685
199,32,3,976979085
225,1734,4,976830714
843,639,4,975370599
35,1419,4,978102974
679,1704,4,975607740
731,1539,4,975529830
148,1376,4,977333569
660,788,4,975689462
665,1982,5,975645686
928,1885,4,975196145
329,1591,1,976394606
887,1923,3,975256444
240,1240,3,976755516
817,553,4,975389167
654,1374,4,975701359
937,1197,4,991773027
585,1517,4,975947694
984,1193,4,975116464
11,608,5,978219667
752,1093,1,975461009
575,1641,4,975989135
588,905,5,975934530
342,231,4,976338938
796,1228,2,977743531
737,942,4,975477905
707,1,5,975542819
651,329,3,975706278
53,382,3,977980283
509,1556,1,976296642
278,1969,3,976587177
725,670,1,976637013
897,1729,4,975221579
804,443,3,975395295
342,520,2,976338648
984,1617,4,975097797
660,1228,4,975698245
843,21,4,975358742
162,2028,5,977218562
948,1344,5,975228847
716,999,3,982881919
974,260,4,975106556
737,25,5,988065920
62,806,3,977904167
53,1645,3,977974414
528,1962,5,980655073
477,10,3,976219683
123,1091,3,977592706
844,1009,2,975360362
136,2064,5,977421714
637,2019,5,975738354
789,1196,5,975429969
53,1302,4,977983091
995,539,5,975099526
905,2028,5,975209263
103,316,5,977555148
607,110,5,975864996
546,34,4,976068967
453,725,3,976245952
368,1093,4,976670844
583,1,5,975957743
411,1219,2,978451117
865,1172,5,975281435
924,912,4,975202116
670,1084,4,975628441
10,750,4,979775386
560,2015,4,976047856
635,1132,5,975769047
386,589,4,976300994
390,1267,3,976313685
760,1965,4,975451257
517,1270,5,976202872
877,208,4,975269196
310,1593,2,976481805
159,1513,2,989966711
817,788,4,975389291
271,158,1,999137832
692,1286,3,979437698
509,1464,5,976205945
362,551,3,976313979
498,318,4,976213959
58,1586,3,977936040
27,1217,4,978129836
869,588,5,975280276
971,1347,4,975112295
955,1257,4,975133750
179,1965,3,977092631
148,1573,4,977333611
238,1208,5,976760774
780,1608,4,975437307
935,1959,3,975183890
265,1088,3,976648609
121,1376,5,977458980
297,1252,3,976512730
549,1304,4,976121540
710,2022,4,975732232
187,538,4,977057455
307,1282,3,976486323
678,1282,4,1025130596
824,377,2,975379013
291,1193,4,976565140
308,1625,4,995834893
23,1073,5,978461308
45,440,5,977988372
937,1207,4,992555203
65,1094,3,991369029
858,1982,5,975344731
150,1192,3,977303659
361,2023,2,976315613
968,2010,4,975114633
179,1391,2,977092893
822,1480,3,975470294
401,592,4,976294459
881,1831,2,975264769
524,724,2,976173233
595,589,3,975897995
179,1290,3,977092163
139,2021,5,977359437
844,1214,3,975357536
667,1717,3,977090350
328,1610,3,976396166
999,22,4,975364078
660,832,3,976743984
727,588,4,1007599904
549,1228,5,976122331
714,593,5,975690049
635,1230,4,979142746
543,1242,5,976120801
749,1610,3,975475371
889,1961,2,975255442
781,1863,1,975435816
80,1356,4,977788392
516,750,2,976280476
699,12,3,975559212
963,1320,2,975118387
343,938,4,1014000751
358,1283,3,976317867
401,370,3,976293438
712,1617,3,975601731
284,1215,3,976570998
134,1432,1,978038764
716,172,4,978750814
817,1220,4,975387477
528,438,4,980041530
877,1552,1,975268933
945,542,2,975161687
22,1676,4,978154833
462,1197,4,976230620
302,1644,3,976507225
621,1980,1,975798932
602,1270,5,975877585
241,904,5,976753271
181,608,5,977088442
494,1011,4,976216169
264,913,3,976653266
241,21,5,976754257
273,1028,3,976775424
156,25,3,977250172
746,589,4,975467897
528,1485,3,980038733
216,905,4,976864434
550,158,4,976162993
929,1259,4,975193531
300,1007,4,976506905
346,1279,4,976334941
117,1356,4,977501276
541,1320,2,976125401
278,1984,4,976587545
850,2029,3,975357850
816,924,4,975388444
666,46,3,975641259
563,2053,3,976046624
844,1411,5,975357199
24,539,3,978133273
53,1393,5,977983143
429,2064,4,976258363
550,457,4,976158116
676,1027,3,975684723
576,1270,5,975980918
352,11,3,976332261
22,288,2,978136733
308,1222,4,976484479
594,1088,4,975899298
245,1235,3,976735865
752,235,4,975459604
284,1972,1,976576531
744,1210,5,975468629
785,2001,4,975430348
24,527,5,978132483
48,208,4,978064780
716,1729,4,982881872
117,1130,3,977497485
919,541,4,975202729
728,2028,4,975514571
556,2009,2,976063016
208,1327,3,984510729
575,1573,4,975988449
109,1375,4,977517459
111,497,4,977512124
487,920,5,976216235
93,474,5,977631836
323,866,5,976973687
255,953,5,976681239
245,300,3,976733893
644,1215,2,975717372
33,608,4,978108216
800,24,1,975405134
591,1276,4,975908959
392,2027,2,983467645
687,1674,4,975690624
343,1210,4,996004120
855,555,4,976339875
82,608,4,977774591
976,527,5,975105265
670,959,3,975628113
225,1183,3,977257397
817,1339,3,975388278
62,1270,4,977928661
316,1200,4,976465693
147,494,3,977336881
333,1542,2,996354452
996,150,5,975052637
528,47,2,976246020
889,630,2,975254550
149,1214,5,977588162
695,1676,5,975560484
392,44,3,983466706
709,1977,2,975540277
415,509,3,976288611
605,1603,4,975870367
807,480,4,975393733
556,2005,4,976057274
620,1589,2,975800477
752,1441,4,976223174
931,1484,4,975190211
352,296,5,976329915
984,1597,3,975100110
798,609,3,975412952
730,1352,3,975510004
953,1299,5,988828817
